Team;GP;MPG;PPG;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;ORB;DRB;RPG;APG;SPG;BPG;TOV;PF;Season
Utah;82;48.2;104.0;39.2;79.7;.492;1.8;5.6;.323;23.8;30.1;.789;10.6;30.2;40.7;27.0;8.0;5.5;15.5;21.9;1990-1991
L.A. Clippers;82;48.3;103.5;41.4;89.2;.464;1.4;5.3;.260;19.5;27.7;.702;15.2;30.5;45.7;25.8;8.8;6.2;17.0;24.9;1990-1991
New York;82;48.7;103.1;40.3;83.2;.485;2.3;6.8;.332;20.2;26.2;.770;12.8;29.7;42.5;26.5;7.8;5.1;16.4;21.5;1990-1991
New Jersey;82;48.4;102.9;40.4;91.0;.444;2.0;7.1;.275;20.2;27.4;.739;17.1;28.6;45.7;21.7;9.1;7.3;16.9;23.8;1990-1991
Charlotte;82;48.3;102.8;40.1;85.8;.467;1.6;5.1;.314;21.0;27.0;.779;12.5;26.8;39.4;24.6;9.3;3.7;15.3;23.7;1990-1991
Miami;82;48.2;101.8;40.0;87.1;.459;1.7;5.7;.302;20.1;28.1;.715;15.0;28.1;43.1;23.2;9.2;4.7;18.4;25.4;1990-1991
Cleveland;82;48.4;101.7;39.7;83.6;.475;2.0;5.8;.334;20.3;26.5;.765;12.3;28.4;40.7;27.3;7.8;5.5;15.3;20.4;1990-1991
Washington;82;48.4;101.4;41.3;88.6;.466;0.7;3.5;.194;18.0;24.7;.729;14.3;29.1;43.5;25.4;7.2;5.7;16.2;23.5;1990-1991
Detroit;82;48.3;100.1;39.0;83.8;.465;1.6;5.4;.298;20.6;27.0;.763;14.7;29.9;44.6;22.3;5.9;4.5;13.9;22.8;1990-1991
Dallas;82;48.3;99.9;39.6;84.0;.471;2.4;7.3;.322;18.4;24.2;.761;12.0;28.8;40.8;22.2;7.1;4.8;14.0;22.4;1990-1991
Minnesota;82;48.5;99.6;39.8;88.7;.449;1.3;4.6;.283;18.7;25.4;.735;15.5;25.8;41.3;23.0;8.7;5.4;12.2;22.7;1990-1991
Sacramento;82;48.1;96.7;37.6;83.1;.453;2.6;7.0;.374;18.8;25.7;.732;12.5;27.0;39.6;24.3;7.7;6.3;15.1;25.3;1990-1991
Golden State;82;48.1;116.3;42.5;87.9;.484;3.0;9.1;.324;28.2;34.9;.809;11.2;29.1;40.2;24.1;9.2;6.0;17.1;24.5;1989-1990
Phoenix;82;48.4;114.9;43.2;87.1;.496;2.1;6.6;.324;26.3;33.1;.795;12.8;32.3;45.2;25.7;8.1;6.1;15.3;22.3;1989-1990
Denver;82;48.3;114.6;45.3;97.7;.464;2.8;8.3;.337;21.2;26.8;.789;14.3;30.9;45.1;27.7;9.9;4.0;13.7;25.0;1989-1990
Portland;82;48.5;114.2;43.6;92.0;.473;2.3;6.9;.336;24.8;33.3;.743;16.5;31.1;47.6;25.4;9.1;4.4;16.3;25.0;1989-1990
Orlando;82;48.3;110.9;42.2;91.8;.459;1.4;4.8;.295;25.1;33.2;.756;15.9;30.1;46.0;24.3;7.5;3.6;16.9;24.1;1989-1990
L.A. Lakers;82;48.4;110.7;41.9;85.5;.490;3.8;10.3;.367;23.2;29.5;.787;13.4;30.0;43.4;27.2;8.0;5.4;14.5;21.2;1989-1990
Philadelphia;82;48.3;110.2;41.9;85.7;.489;2.3;6.6;.348;24.1;30.6;.788;13.5;29.3;42.9;23.6;8.4;4.5;14.2;20.7;1989-1990
Boston;82;48.1;110.0;43.5;87.2;.498;1.3;4.9;.262;21.8;26.3;.832;13.0;33.0;46.0;29.5;6.6;5.5;15.1;20.9;1989-1990
Chicago;82;48.4;109.5;43.1;86.5;.498;3.0;8.2;.374;20.3;26.1;.778;13.1;27.8;40.9;26.5;9.9;4.7;14.6;23.2;1989-1990
Indiana;82;48.5;109.3;41.2;83.0;.497;3.6;9.4;.382;23.2;28.5;.816;11.5;29.1;40.6;24.7;6.7;4.3;15.9;24.0;1989-1990
Atlanta;82;48.1;108.5;41.7;85.6;.487;1.5;5.0;.302;23.7;31.0;.764;15.5;26.7;42.2;22.2;8.7;4.3;15.1;22.8;1989-1990
New York;82;48.4;108.3;41.9;86.5;.484;2.9;8.7;.332;21.6;28.6;.756;14.5;29.6;44.1;26.1;8.7;6.0;16.8;22.3;1989-1990
Washington;82;48.4;107.7;43.9;92.5;.475;0.5;2.4;.188;19.5;25.5;.764;14.6;29.9;44.5;27.0;6.8;5.2;14.4;23.5;1989-1990
Seattle;82;48.6;106.9;42.3;88.3;.479;2.8;7.9;.355;19.6;26.4;.741;16.1;27.5;43.6;22.9;8.5;4.1;15.8;25.2;1989-1990
Utah;82;48.4;106.8;40.6;80.4;.505;2.8;7.7;.359;22.9;30.3;.754;11.6;30.5;42.1;27.0;8.3;6.0;16.8;24.8;1989-1990
Houston;82;48.3;106.7;42.5;88.4;.480;1.9;6.0;.312;19.9;27.6;.720;14.8;32.2;47.0;26.7;9.9;6.7;18.0;23.6;1989-1990
San Antonio;82;48.1;106.3;41.3;85.3;.484;0.7;2.8;.239;23.0;30.9;.745;14.2;30.2;44.4;24.8;9.7;6.8;16.5;22.6;1989-1990
Milwaukee;82;48.4;106.0;41.2;87.1;.473;2.5;8.2;.312;21.0;27.7;.758;13.5;27.4;40.9;25.0;10.1;4.0;15.6;25.4;1989-1990
Detroit;82;48.3;104.3;40.6;85.1;.478;2.2;6.6;.327;20.9;27.5;.761;14.5;30.0;44.4;24.3;6.2;5.1;14.7;23.9;1989-1990
L.A. Clippers;82;48.3;103.8;40.5;83.6;.484;0.7;2.8;.243;22.1;30.0;.738;12.9;28.8;41.7;24.1;9.5;6.2;18.5;22.7;1989-1990
Cleveland;82;48.5;102.6;39.2;85.1;.461;4.2;10.4;.407;20.0;26.8;.744;13.8;29.0;42.8;25.7;7.9;6.2;14.7;20.3;1989-1990
Dallas;82;48.4;102.2;39.6;83.3;.475;1.9;5.9;.323;21.2;27.6;.767;12.7;29.5;42.2;21.7;8.1;4.9;14.5;21.1;1989-1990
Sacramento;82;48.2;101.7;40.3;86.0;.468;2.6;7.9;.333;18.5;24.0;.771;11.6;28.8;40.4;25.0;6.7;4.8;14.5;22.7;1989-1990
Miami;82;48.1;100.6;41.3;89.6;.461;1.1;3.7;.293;17.0;24.7;.687;15.1;28.2;43.4;23.9;9.0;4.7;18.3;25.9;1989-1990
Charlotte;82;48.2;100.4;39.9;87.6;.455;2.5;7.5;.336;18.1;24.0;.756;11.7;27.0;38.7;25.4;9.5;3.2;14.5;23.0;1989-1990
New Jersey;82;48.1;100.1;38.5;90.4;.426;1.7;6.2;.277;21.4;28.7;.746;16.6;28.3;45.0;18.0;9.4;5.9;15.9;23.8;1989-1990
Minnesota;82;48.4;95.2;37.4;83.9;.446;0.9;3.6;.248;19.5;26.1;.746;14.6;25.0;39.6;22.5;9.6;4.2;13.6;23.2;1989-1990
Phoenix;82;48.2;118.6;45.8;92.0;.498;2.0;5.9;.349;25.0;31.6;.791;13.4;31.9;45.3;27.8;8.5;5.1;15.3;23.6;1988-1989
Denver;82;48.5;118.0;46.5;99.3;.468;2.8;8.2;.337;22.2;28.2;.787;14.7;30.6;45.4;27.8;9.9;5.3;14.7;25.5;1988-1989
New York;82;48.3;116.7;45.1;92.8;.486;4.7;14.0;.337;21.7;28.9;.752;16.1;27.6;43.7;25.4;11.0;5.4;18.9;25.0;1988-1989
Golden State;82;48.5;116.6;45.5;97.3;.468;2.4;7.7;.308;23.2;29.1;.799;16.1;31.2;47.4;24.5;10.1;7.8;18.0;23.7;1988-1989
L.A. Lakers;82;48.3;114.7;43.7;87.1;.502;2.8;8.1;.340;24.5;30.6;.802;13.3;31.9;45.2;27.8;8.8;5.1;16.1;20.4;1988-1989
Portland;82;48.4;114.6;45.1;95.1;.474;2.6;7.9;.335;21.8;29.5;.740;16.9;29.0;45.9;27.0;10.1;4.7;17.3;24.7;1988-1989
Seattle;82;48.2;112.1;43.5;91.2;.477;3.6;9.4;.379;21.6;29.0;.746;17.0;27.3;44.3;25.4;10.5;6.0;16.8;24.7;1988-1989
Philadelphia;82;48.2;111.9;42.7;87.8;.486;2.5;7.9;.316;24.0;30.5;.787;13.9;28.7;42.7;25.7;8.4;4.3;14.5;21.0;1988-1989
Atlanta;82;48.3;111.0;41.6;88.2;.472;1.3;4.8;.277;26.4;33.0;.800;16.7;28.2;45.0;24.3;10.0;5.8;15.6;22.9;1988-1989
Boston;82;48.3;109.2;42.9;87.1;.493;1.0;3.8;.252;22.4;28.6;.783;14.4;29.8;44.2;26.7;7.8;5.1;16.0;22.9;1988-1989
Milwaukee;82;48.2;108.9;41.5;87.4;.474;2.2;6.9;.316;23.8;29.0;.821;13.8;27.7;41.5;25.3;10.0;3.9;15.6;23.8;1988-1989
Cleveland;82;48.2;108.8;42.3;84.2;.502;2.1;5.8;.359;22.2;29.7;.747;12.6;30.2;42.8;27.6;9.6;7.1;15.7;19.4;1988-1989
Houston;82;48.4;108.5;41.6;87.8;.474;2.0;6.4;.314;23.3;30.8;.755;14.8;31.1;45.9;24.6;9.6;6.1;18.7;24.7;1988-1989
Washington;82;48.4;108.3;42.9;92.6;.464;0.6;3.0;.214;21.8;28.3;.772;15.3;28.7;44.0;25.0;8.4;4.0;15.5;25.0;1988-1989
Indiana;82;48.4;106.9;41.3;84.7;.487;2.5;7.5;.328;21.9;27.7;.789;13.0;30.5;43.4;24.5;6.9;5.1;18.6;25.7;1988-1989
Detroit;82;48.4;106.6;41.4;83.9;.494;1.5;4.9;.300;22.3;29.0;.769;14.1;31.0;45.1;24.7;6.4;5.0;16.0;23.6;1988-1989
Chicago;82;48.2;106.4;42.0;85.0;.495;2.1;6.5;.328;20.2;25.7;.786;12.4;29.9;42.3;27.0;8.8;4.6;15.9;22.6;1988-1989
L.A. Clippers;82;48.4;106.2;43.0;90.6;.475;0.7;2.9;.231;19.6;27.1;.723;14.1;29.1;43.2;26.7;9.9;6.5;20.0;23.6;1988-1989
San Antonio;82;48.2;105.5;42.3;90.4;.468;0.8;3.6;.215;20.1;28.9;.698;15.8;26.6;42.4;24.8;11.7;5.2;20.6;26.3;1988-1989
Sacramento;82;48.2;105.5;41.0;89.6;.457;3.7;10.0;.373;19.8;25.7;.770;13.9;29.9;43.8;24.0;7.6;5.0;16.3;22.9;1988-1989
Utah;82;48.1;104.7;38.8;80.4;.482;1.4;4.6;.300;25.7;33.4;.770;12.8;31.8;44.6;25.7;8.8;7.1;18.2;23.1;1988-1989
Charlotte;82;48.2;104.5;41.8;90.6;.461;1.6;5.2;.312;19.3;25.1;.767;13.9;26.8;40.7;28.3;8.6;3.2;15.8;25.2;1988-1989
New Jersey;82;48.3;103.7;40.6;88.1;.461;2.3;6.9;.329;20.2;27.6;.731;14.7;29.5;44.2;21.9;9.4;5.3;17.2;24.0;1988-1989
Dallas;82;48.2;103.5;39.6;84.4;.469;2.6;8.3;.310;21.8;27.6;.789;12.8;29.2;42.0;22.8;7.1;5.8;14.7;21.2;1988-1989
Miami;82;48.4;97.8;39.3;86.8;.453;1.2;3.6;.326;18.0;25.6;.702;16.0;27.0;42.9;23.9;9.1;5.0;20.6;25.9;1988-1989
Denver;82;48.2;116.7;46.0;97.1;.474;2.3;6.9;.342;22.5;27.9;.804;14.2;29.8;44.0;28.0;10.1;4.9;14.2;24.2;1987-1988
Portland;82;48.1;116.1;44.6;91.0;.491;1.4;4.6;.308;25.4;32.9;.770;15.3;30.4;45.6;28.1;8.9;4.2;16.3;25.5;1987-1988
Boston;82;48.2;113.6;43.9;84.2;.521;3.3;8.6;.384;22.5;28.0;.803;11.3;29.8;41.1;29.9;7.6;5.1;15.7;22.0;1987-1988
San Antonio;82;48.3;113.6;45.2;92.2;.490;1.6;5.0;.323;21.6;29.4;.733;14.4;28.5;42.9;28.6;9.0;5.7;17.1;24.3;1987-1988
L.A. Lakers;82;48.3;112.8;43.6;86.3;.505;1.7;5.8;.297;23.9;30.2;.789;13.1;30.2;43.3;28.6;8.2;4.9;15.9;20.9;1987-1988
Seattle;82;48.4;111.4;43.2;90.8;.476;2.7;7.8;.346;22.3;29.8;.748;16.0;28.2;44.2;26.2;9.5;5.5;16.3;29.0;1987-1988
Dallas;82;48.2;109.3;41.6;87.7;.475;1.9;6.4;.293;24.1;30.6;.789;16.4;30.4;46.8;24.2;7.9;5.4;15.0;21.1;1987-1988
Detroit;82;48.2;109.2;42.2;85.6;.493;0.7;2.5;.287;24.1;31.9;.757;14.4;30.3;44.7;24.5;7.2;4.8;16.2;23.9;1987-1988
Houston;82;48.0;109.0;42.3;89.7;.471;0.8;3.5;.237;23.6;30.3;.780;15.1;30.9;46.0;23.6;8.7;6.1;16.4;22.7;1987-1988
Phoenix;82;48.1;108.5;43.3;89.0;.486;1.4;4.4;.331;20.5;26.8;.764;13.6;29.0;42.6;28.4;8.2;4.3;16.9;24.9;1987-1988
Utah;82;48.1;108.5;42.5;86.5;.491;1.6;4.9;.319;22.0;29.3;.750;13.0;31.1;44.1;29.4;9.4;7.6;17.8;24.2;1987-1988
Sacramento;82;48.2;108.0;42.2;89.5;.471;1.8;5.5;.320;21.9;28.3;.772;15.0;30.0;45.0;25.8;7.1;6.0;17.2;23.1;1987-1988
Atlanta;82;48.2;107.9;42.0;86.6;.485;1.0;3.4;.301;22.8;29.8;.767;15.0;29.0;44.0;25.1;7.7;6.5;14.7;25.0;1987-1988
Golden State;82;48.2;107.0;42.2;90.3;.468;1.1;3.8;.292;21.4;26.9;.796;13.9;27.5;41.4;24.5;9.0;3.5;16.7;26.3;1987-1988
Milwaukee;82;48.2;106.1;41.0;86.3;.475;1.6;5.0;.324;22.3;28.8;.775;13.6;28.5;42.1;26.8;8.2;4.6;15.3;24.2;1987-1988
Philadelphia;82;48.5;105.7;39.2;82.7;.474;1.9;5.7;.323;25.5;33.3;.764;14.9;28.1;43.0;23.1;8.2;5.7;17.0;22.8;1987-1988
New York;82;48.3;105.5;41.0;88.2;.465;2.2;6.9;.316;21.3;28.1;.759;15.7;26.8;42.4;24.5;9.6;5.4;18.2;28.8;1987-1988
Washington;82;48.5;105.5;40.9;87.4;.468;0.4;1.7;.210;23.3;30.2;.773;15.0;28.0;43.0;22.9;8.5;6.1;16.7;23.4;1987-1988
Chicago;82;48.4;105.0;41.9;85.5;.490;0.7;3.0;.230;20.5;27.1;.759;14.3;30.0;44.3;26.2;8.7;5.8;15.1;22.5;1987-1988
Indiana;82;48.1;104.6;41.9;87.2;.480;2.0;5.9;.336;18.9;24.2;.780;13.1;30.0;43.1;24.1;7.5;4.2;15.8;24.9;1987-1988
Cleveland;82;48.2;104.5;40.4;82.4;.490;1.5;4.1;.378;22.1;29.7;.744;12.4;27.9;40.3;25.2;8.9;6.4;17.1;22.4;1987-1988
New Jersey;82;48.2;100.4;39.1;83.6;.468;1.7;5.5;.301;20.5;28.1;.729;13.1;27.6;40.7;21.9;8.9;4.8;18.0;24.9;1987-1988
L.A. Clippers;82;48.3;98.8;38.9;87.7;.443;1.0;3.9;.249;20.0;28.1;.713;14.5;28.7;43.2;23.0;8.8;6.3;18.3;23.3;1987-1988
Portland;82;48.3;117.9;44.5;88.4;.504;1.2;4.1;.289;27.7;35.7;.775;14.4;29.4;43.8;28.8;9.4;4.7;18.7;25.4;1986-1987
L.A. Lakers;82;48.1;117.8;45.6;88.3;.516;2.0;5.4;.368;24.5;31.1;.789;13.7;30.7;44.4;29.6;8.9;5.8;16.4;22.6;1986-1987
Denver;82;48.2;116.7;45.7;97.0;.471;1.3;4.8;.271;24.1;31.3;.769;15.8;28.9;44.7;28.2;9.2;5.1;14.7;26.6;1986-1987
Dallas;82;48.5;116.7;43.8;89.9;.487;2.8;8.0;.355;26.2;33.1;.791;14.9;30.4;45.2;24.6;8.4;5.2;14.5;22.7;1986-1987
Seattle;82;48.4;113.7;43.8;90.9;.482;2.3;6.9;.336;23.8;31.4;.758;16.7;29.2;46.0;26.6;8.6;5.3;18.1;27.1;1986-1987
Boston;82;48.3;112.6;44.5;86.0;.517;2.5;6.9;.366;21.2;26.3;.808;11.4;31.5;42.9;29.4;6.9;6.4;15.7;20.8;1986-1987
Golden State;82;48.5;112.0;43.3;90.4;.479;1.4;4.4;.320;24.0;30.8;.780;14.6;28.7;43.2;25.4;8.7;3.9;16.4;26.0;1986-1987
Detroit;82;48.4;111.2;43.2;88.3;.490;0.5;2.1;.231;24.3;31.7;.765;15.2;32.3;47.5;24.6;7.8;5.3;17.0;25.3;1986-1987
Phoenix;82;48.4;111.1;43.6;87.6;.498;0.7;3.1;.242;23.2;30.5;.760;13.6;28.9;42.4;28.7;8.6;4.8;17.9;25.0;1986-1987
Sacramento;82;48.2;110.9;43.0;90.4;.475;0.9;3.7;.251;24.1;30.2;.796;15.6;29.8;45.4;26.6;6.3;4.8;16.8;24.5;1986-1987
Milwaukee;82;48.2;110.4;42.2;88.8;.475;2.3;6.9;.325;23.8;31.1;.766;13.7;28.3;42.0;24.9;10.3;4.8;15.2;26.5;1986-1987
Atlanta;82;48.1;110.0;41.9;87.1;.481;1.6;5.2;.318;24.6;32.5;.759;16.5;30.1;46.6;25.4;8.5;6.2;15.4;26.2;1986-1987
New Jersey;82;48.4;108.5;41.1;86.3;.477;1.8;5.5;.324;24.4;31.8;.767;14.2;29.4;43.6;24.3;7.8;4.8;19.5;28.7;1986-1987
San Antonio;82;48.3;108.3;43.1;91.0;.473;1.4;4.9;.290;20.7;28.0;.742;15.7;28.6;44.3;27.1;9.6;4.0;16.9;23.5;1986-1987
Utah;82;48.2;107.9;42.5;91.8;.463;1.7;5.5;.310;21.2;29.1;.726;14.6;29.9;44.5;27.3;10.2;7.7;16.8;24.9;1986-1987
Houston;82;48.2;106.9;42.3;88.6;.477;1.1;4.0;.275;21.3;28.7;.741;14.5;30.2;44.7;27.2;8.0;6.7;16.5;24.1;1986-1987
Philadelphia;82;48.5;106.5;40.7;82.8;.491;1.1;4.1;.259;24.0;31.9;.753;14.4;28.4;42.7;23.7;9.4;6.6;18.0;21.6;1986-1987
Indiana;82;48.6;106.1;42.1;89.3;.472;1.1;3.9;.297;20.7;26.5;.782;13.8;30.0;43.9;26.5;8.5;3.8;15.4;25.6;1986-1987
Washington;82;48.1;106.0;40.9;90.1;.454;0.5;2.7;.197;23.6;30.9;.765;15.9;28.2;44.1;21.3;9.2;8.4;15.7;21.6;1986-1987
Chicago;82;48.4;104.8;41.2;87.3;.473;1.0;3.6;.263;21.4;27.5;.778;15.2;29.3;44.5;26.2;8.3;5.3;15.0;23.5;1986-1987
L.A. Clippers;82;48.2;104.5;40.4;89.5;.451;1.0;4.2;.224;22.8;30.7;.742;15.0;26.1;41.1;24.0;9.2;5.3;17.6;24.4;1986-1987
Cleveland;82;48.2;104.4;40.8;86.9;.470;1.0;4.1;.240;21.7;31.1;.697;15.3;29.5;44.8;23.3;8.2;6.8;19.4;22.6;1986-1987
New York;82;48.2;103.8;40.6;85.6;.474;1.5;4.4;.344;21.0;28.8;.730;13.5;26.4;39.9;23.7;8.6;4.8;17.1;24.7;1986-1987
L.A. Lakers;82;48.4;117.3;46.8;89.5;.522;1.7;5.0;.338;22.1;28.4;.778;13.4;31.1;44.6;29.6;8.5;5.1;17.6;24.7;1985-1986
Dallas;82;48.3;115.3;44.3;88.4;.501;1.7;5.5;.315;25.0;32.2;.776;12.9;30.0;42.9;25.7;7.4;4.5;15.5;21.1;1985-1986
Portland;82;48.4;115.1;44.0;88.8;.496;0.9;3.4;.269;26.1;34.1;.765;14.1;28.2;42.3;26.6;10.5;4.3;18.4;26.9;1985-1986
Denver;82;48.2;114.8;45.2;96.0;.471;0.9;3.7;.234;23.5;29.5;.798;14.9;28.2;43.1;26.0;10.1;5.1;15.9;26.4;1985-1986
Milwaukee;82;48.3;114.5;43.9;89.1;.493;1.5;4.6;.330;25.2;32.9;.764;14.5;29.5;44.0;26.3;9.8;5.6;16.5;27.0;1985-1986
Houston;82;48.2;114.4;45.8;93.5;.490;1.0;3.8;.276;21.7;29.6;.731;16.0;29.7;45.7;28.2;9.1;6.7;16.5;24.3;1985-1986
Detroit;82;48.2;114.2;45.8;94.5;.484;0.7;2.2;.302;22.0;28.0;.783;15.6;30.0;45.6;28.3;9.0;4.1;16.1;25.6;1985-1986
Boston;82;48.4;114.1;45.3;89.2;.508;1.7;4.8;.351;21.8;27.4;.794;12.9;33.5;46.4;29.0;7.8;6.2;16.3;21.4;1985-1986
Golden State;82;48.3;113.4;44.5;92.3;.482;1.1;3.4;.313;23.3;30.7;.760;15.5;28.6;44.1;24.6;9.1;4.3;16.8;24.7;1985-1986
San Antonio;82;48.3;111.2;43.9;86.6;.506;0.6;2.4;.234;23.0;30.8;.746;13.0;29.4;42.5;27.6;9.8;4.8;19.5;25.8;1985-1986
Philadelphia;82;48.5;110.4;41.9;86.1;.487;0.6;2.7;.231;26.0;34.3;.758;16.2;29.0;45.2;24.6;10.5;6.0;19.0;22.0;1985-1986
Phoenix;82;48.3;110.0;42.9;85.3;.503;0.5;2.2;.208;23.8;32.7;.726;12.6;29.9;42.5;27.7;9.4;4.6;21.2;27.5;1985-1986
Chicago;82;48.4;109.3;42.4;88.1;.481;1.1;3.8;.280;23.4;30.5;.769;15.7;27.7;43.4;24.5;7.4;4.9;17.1;26.4;1985-1986
New Jersey;82;48.3;109.1;43.3;89.1;.486;0.5;2.6;.202;22.1;29.2;.755;14.4;30.3;44.7;26.0;9.1;4.2;18.9;26.0;1985-1986
Sacramento;82;48.2;108.8;43.1;88.0;.490;0.4;1.6;.229;22.2;28.5;.778;13.9;29.0;42.8;28.1;7.3;4.7;18.4;26.0;1985-1986
L.A. Clippers;82;48.2;108.6;41.3;87.4;.473;0.8;2.8;.279;25.2;32.7;.771;14.1;27.5;41.7;24.0;8.5;6.1;17.9;23.5;1985-1986
Atlanta;82;48.3;108.6;42.0;85.7;.491;0.4;2.0;.199;24.1;33.0;.732;15.2;29.4;44.6;24.7;9.0;5.3;17.5;26.5;1985-1986
Utah;82;48.2;108.2;42.1;86.4;.487;0.4;2.1;.207;23.6;32.9;.717;13.0;30.2;43.3;26.8;8.8;8.1;18.3;24.8;1985-1986
Cleveland;82;48.2;107.8;42.4;88.2;.481;1.6;4.8;.336;21.3;28.4;.752;13.3;29.9;43.2;25.2;7.6;5.3;17.0;27.6;1985-1986
Seattle;82;48.6;104.4;40.7;86.1;.472;1.0;3.7;.263;22.1;28.4;.779;14.0;27.5;41.5;24.1;9.1;3.6;17.0;26.4;1985-1986
Indiana;82;48.2;103.9;42.0;87.2;.481;0.3;1.7;.161;19.7;26.6;.739;13.9;31.9;45.7;26.3;8.0;4.6;18.1;26.0;1985-1986
Washington;82;48.4;103.0;40.4;87.2;.463;1.4;5.0;.285;20.8;27.9;.745;13.0;29.7;42.7;21.3;7.6;8.7;16.0;21.9;1985-1986
New York;82;48.3;98.7;39.5;85.8;.460;1.0;2.9;.343;18.7;27.3;.686;13.2;26.5;39.6;22.9;8.7;3.8;17.2;27.0;1985-1986
Denver;82;48.4;120.0;47.3;97.3;.486;0.9;2.9;.311;24.6;31.3;.785;16.2;28.1;44.3;27.6;10.9;5.2;16.9;26.2;1984-1985
L.A. Lakers;82;48.2;118.2;48.2;88.5;.545;1.1;3.6;.305;20.8;27.2;.763;13.0;31.1;44.1;31.4;8.5;5.9;18.7;23.5;1984-1985
Detroit;82;48.4;116.0;46.8;97.5;.480;0.5;2.4;.226;21.7;27.6;.788;17.1;30.9;48.0;28.1;8.4;4.8;16.4;25.3;1984-1985
Portland;82;48.5;115.5;45.2;89.9;.503;0.6;2.5;.252;24.4;32.5;.751;14.7;28.0;42.7;27.1;10.0;6.3;18.1;23.9;1984-1985
Kansas City;82;48.2;114.8;44.7;88.7;.504;0.8;2.9;.265;24.7;31.6;.779;14.2;28.4;42.6;28.6;8.1;3.7;19.4;26.5;1984-1985
San Antonio;82;48.2;114.8;45.1;87.8;.513;0.7;2.5;.272;23.9;31.4;.763;13.7;30.1;43.9;28.2;9.2;5.4;18.8;26.6;1984-1985
Boston;82;48.1;114.8;45.4;89.3;.508;1.3;3.8;.356;22.7;28.1;.806;13.6;32.1;45.7;27.9;7.9;5.0;16.2;21.7;1984-1985
Philadelphia;82;48.3;112.9;42.0;85.3;.492;0.7;2.7;.263;28.2;35.2;.803;15.9;28.8;44.7;24.4;10.0;6.5;19.2;24.0;1984-1985
Houston;82;48.4;111.2;45.7;90.7;.504;0.5;2.3;.220;19.3;27.6;.699;16.2;29.2;45.4;27.3;8.3;7.3;19.6;24.8;1984-1985
Dallas;82;48.4;111.2;43.4;88.8;.489;1.9;5.4;.343;22.5;28.3;.793;13.4;28.6;42.0;26.2;7.0;4.1;14.4;21.9;1984-1985
Milwaukee;82;48.3;110.9;43.5;88.5;.491;1.1;3.6;.303;22.8;30.2;.757;15.3;28.7;44.0;26.4;8.4;5.9;16.9;27.3;1984-1985
Golden State;82;48.4;110.4;42.7;92.1;.463;1.4;4.8;.282;23.7;30.9;.768;16.2;26.1;42.3;21.5;9.8;3.5;17.8;26.0;1984-1985
New Jersey;82;48.2;109.5;44.5;90.8;.490;0.6;2.7;.232;19.9;27.3;.729;15.0;28.4;43.4;26.4;9.4;5.1;16.5;24.5;1984-1985
Utah;82;48.2;109.0;42.4;89.0;.476;1.3;3.7;.336;22.9;29.7;.772;13.2;31.1;44.3;26.1;8.7;8.5;19.2;23.9;1984-1985
Chicago;82;48.3;108.7;42.1;84.3;.500;0.4;2.0;.180;24.2;30.8;.784;13.1;28.9;42.0;24.3;7.6;5.7;17.8;25.3;1984-1985
Cleveland;82;48.2;108.6;42.3;89.8;.471;1.2;4.1;.287;22.8;30.4;.749;14.7;29.8;44.5;25.6;7.6;5.8;16.9;26.5;1984-1985
Indiana;82;48.2;108.3;42.5;89.3;.476;0.4;1.9;.194;22.8;30.7;.744;14.6;32.0;46.6;23.7;7.6;4.5;19.8;27.3;1984-1985
Phoenix;82;48.3;108.0;42.8;87.1;.491;1.1;3.7;.283;21.4;27.8;.771;12.5;29.6;42.1;28.5;8.9;4.3;19.3;24.8;1984-1985
L.A. Clippers;82;48.1;107.1;43.0;86.8;.495;0.7;2.3;.298;20.4;26.9;.758;14.2;29.7;43.9;23.6;6.5;6.1;19.4;22.4;1984-1985
Atlanta;82;48.4;106.6;42.0;86.8;.484;0.9;2.9;.311;21.7;28.9;.752;14.2;28.6;42.8;24.5;8.1;6.6;18.0;25.0;1984-1985
Washington;82;48.4;105.5;43.1;90.0;.479;1.3;4.9;.274;18.0;24.3;.743;12.3;29.2;41.5;25.5;8.6;4.8;15.6;22.8;1984-1985
New York;82;48.4;105.2;41.9;86.6;.484;0.6;2.4;.258;20.8;28.7;.726;13.6;25.6;39.2;24.4;9.2;3.3;17.8;29.2;1984-1985
Seattle;82;48.1;102.1;40.0;84.3;.474;0.5;2.3;.243;21.7;28.1;.771;12.4;27.9;40.3;26.6;7.9;4.2;18.2;24.1;1984-1985
Denver;82;48.3;123.7;48.0;97.4;.493;0.9;3.1;.302;26.8;32.8;.818;13.8;29.8;43.6;30.3;8.7;4.3;16.4;27.8;1983-1984
San Antonio;82;48.7;120.3;47.7;94.2;.506;1.0;3.2;.300;24.0;31.8;.755;15.0;30.8;45.8;28.8;8.4;6.0;17.6;26.2;1983-1984
Detroit;82;48.5;117.1;46.3;96.5;.480;0.4;1.7;.227;24.1;31.1;.775;17.4;29.7;47.1;27.5;8.5;5.1;16.0;26.5;1983-1984
L.A. Lakers;82;48.2;115.6;47.0;88.4;.532;0.7;2.8;.257;20.9;27.7;.754;13.4;30.5;43.8;29.9;8.9;5.8;19.2;25.0;1983-1984
Utah;82;48.2;115.0;44.0;88.3;.498;1.2;3.9;.319;25.8;33.0;.781;13.4;30.8;44.1;27.2;8.5;7.4;18.4;24.1;1983-1984
